#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,"Spotify Track Img","Song Preview"
1,"Love's a Stranger","Warhaus",59,162,"belgian indie, belgian rock","Rock","Warhaus",2017-10-13,03:26,56,59,20,0,62,0,10,-9,A Minor,4,2024-01-15,279LczresTWVkCsdLwgJSZ,"Play It Again Sam",8A,https://p.scdn.co/mp3-preview/daf2baf64479a83fcc933efe6e97fc4e35ce994c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851e7467c39c307d32c6c77754c
2,"A Prayer Of My Own","Nick Mulvey",49,98,"british singer-songwriter, cambridgeshire indie, indie folk","Folk/Acoustic, Rock","New Mythology",2022-06-10,04:33,71,37,64,33,35,0,10,-13,A#/B♭ Major,4,2024-01-15,79vS51eJbq9S7ssEj8pBbQ,"Fiction",6B,,https://i.scdn.co/image/ab67616d00004851eb660284ea520749e8cd6ab4
3,"Affection","Black Sea Dahu",40,126,"swiss indie, swiss indie folk, swiss singer-songwriter, zurich indie","Electronic, Folk/Acoustic, Rock","I Am My Mother",2022-02-25,05:14,45,24,76,5,14,0,10,-14,G#/A♭ Major,4,2024-01-15,7vW0yja9eawdmPTHQj6D7s,"Mouthwatering Records",4B,https://p.scdn.co/mp3-preview/fe3fe58b234d842fe2e0f52f9e5c30b58a1530bd?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851552f600750165927012b4a82
4,"How You Swallowed your Anger","Black Sea Dahu",36,136,"swiss indie, swiss indie folk, swiss singer-songwriter, zurich indie","Electronic, Folk/Acoustic, Rock","How You Swallowed your Anger",2019-06-28,03:56,41,18,94,0,25,0,10,-14,D Major,4,2024-01-15,6vmbgm6ogRW7y502goY69c,"Black Sea Dahu",10B,https://p.scdn.co/mp3-preview/b17130869f8fcea1565cd57fbcfe3ba1deefc7e0?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485108a2c6191773fab692b99d05
5,"Chalkboard","Jóhann Jóhannsson",69,93,"compositional ambient, experimental classical, icelandic classical, icelandic experimental, nordic soundtrack, soundtrack","Classical, Easy listening","The Theory of Everything (Original Motion Picture Soundtrack)",2014-11-04,01:05,43,11,89,77,8,0,0,-16,A Minor,4,2024-01-15,7bJ6xGa3RG2dQgNiK10uAv,"Back Lot Music",8A,https://p.scdn.co/mp3-preview/b4e00a9ca53e6cf575f0839677511218e13e0e55?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485135f29c49f7e47f24df12eeb9
6,"Looked Up To You","Craig Wedren,Jefferson Friedman,Alex Shenkman",66,120,"american 21st century classical, ","Classical","New Amsterdam (Music From The Television Series)",2021-03-02,01:25,29,5,100,92,11,0,0,-27,E Minor,4,2024-01-15,5JSvMEfZI2cbtVXcSKFgse,"Back Lot Music",9A,https://p.scdn.co/mp3-preview/85c493773a10ee5f2dc94e358e0c96567b3f750f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851efa3aacbb5a9a003f0efc3a8
7,"Tema de Amor - De: " Romeo y Julieta "","Henry Salomon y su Orquesta",57,75,"romantico","Easy listening","La Música en el Cine, Vol.1 (Temas Románticos)",2013-03-11,02:08,12,26,66,89,21,0,30,-19,C Minor,3,2024-01-15,0WReEtAiqdsW9Qnja9ORmB,"Divucsa",5A,https://p.scdn.co/mp3-preview/f159a57bbdbc4cd8be30952afd7a72a6d866d0ee?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c97ea88f8f7cb07eb40774ed
8,"Thème de Nadia","Vladimir Cosma,Maurice Dalle",42,95,"french soundtrack, vintage french electronic, ","Easy listening, Electronic","Michel Strogoff (Bande originale de la série TV)",2014-12-31,02:43,20,20,87,12,10,0,10,-16,A Minor,4,2024-01-15,4ieQux3mh1Ey81l8frdDpi,"Larghetto",8A,https://p.scdn.co/mp3-preview/a534ceb68cd1aa5f2402726b94562b652cc7b992?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513728050b66abaa3e0304d11e
9,"Love Hurts","Incubus",60,78,"alternative metal, alternative rock, funk metal, funk rock, nu metal, post-grunge, rock","Metal, Rock","Light Grenades",2006-11-28,03:57,47,81,1,0,41,0,10,-4,E Minor,4,2024-01-15,5JTgqOeHWg4bxMZYMRTE4H,"Epic/Immortal",9A,https://p.scdn.co/mp3-preview/1d35ba108d0847ec06ebe1975cfed8e16c4b53d2?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485158f4ef37dc0cdb68f858808d
10,"Love Will Come Through","Travis",50,159,"britpop","Pop","12 Memories",2003-10-14,03:40,31,79,14,0,53,0,10,-7,B Minor,3,2024-01-15,2izfjg0fdiyy7DJvYwHwvL,"Craft Recordings",10A,,https://i.scdn.co/image/ab67616d000048518fde79f537c20f8f526a2d7e
11,"Hey That's Okay","Olmo,Mathilda",13,106,"","","Hiroshima Tarantula",2020-05-01,04:12,68,26,45,2,11,0,10,-13,C Major,3,2024-01-15,1LZW63cTm8MEBFlPoOdobn,"Fake People",8B,https://p.scdn.co/mp3-preview/ffce450a9a9aae6d4f435daaf812ceb89b0c2c49?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048512df72b06834ff473caa1f55b
12,"Someone New","Hozier",73,92,"irish singer-songwriter, modern rock, pov: indie","Folk/Acoustic, Rock, Pop","Hozier",2014-07-20,03:42,59,54,41,0,58,0,20,-6,G Major,4,2024-01-15,22sS7JkzeVeq4vOPCB6Fbj,"Universal-Island Records Ltd.",9B,,https://i.scdn.co/image/ab67616d000048517a9bf5f82e32d33d4503fe7b
13,"Almost (Sweet Music)","Hozier",73,90,"irish singer-songwriter, modern rock, pov: indie","Folk/Acoustic, Rock, Pop","Wasteland, Baby!",2019-03-01,03:37,52,69,2,0,71,10,20,-6,G Major,4,2024-01-15,7uttm8Iurm5uK67Vr9G2Sp,"Universal-Island Records Ltd.",9B,,https://i.scdn.co/image/ab67616d00004851299e8e9983e2b0455e5e8505
14,"Unknown / Nth","Hozier",68,136,"irish singer-songwriter, modern rock, pov: indie","Folk/Acoustic, Rock, Pop","Unreal Unearth",2023-08-18,04:40,47,18,76,0,21,0,0,-10,D Major,3,2024-01-15,05QGaQnoBuda27vXxpuiRU,"Universal-Island Records Ltd.",10B,,https://i.scdn.co/image/ab67616d000048514a60a2e02534ecabc839dbe9
15,"All Things End","Hozier",62,76,"irish singer-songwriter, modern rock, pov: indie","Folk/Acoustic, Rock, Pop","Unreal Unearth",2023-08-18,03:36,44,56,41,0,27,0,0,-7,A Minor,4,2024-01-15,6ntIhmLNCrx09gn9GhjZ5A,"Universal-Island Records Ltd.",8A,,https://i.scdn.co/image/ab67616d000048514a60a2e02534ecabc839dbe9
16,"Wavin' Flag","K'NAAN",61,76,"reggae fusion","Pop","Troubadour",2009-00-00,03:40,63,70,13,0,72,0,20,-6,C Major,4,2024-01-15,0zREtnLmVnt8KUJZZbSdla,"Interscope Records*",8B,,https://i.scdn.co/image/ab67616d00004851a3a8f20705f6f1d9adf84551
17,"My Type","Saint Motel",70,118,"la indie, modern alternative rock, modern rock, pov: indie","Pop, Rock","My Type",2014-06-17,03:26,60,90,6,0,58,0,0,-3,A#/B♭ Major,4,2024-01-15,2DFi8rwHcVkTTgu7PULhtI,"Parlophone UK",6B,https://p.scdn.co/mp3-preview/c2a53d509f5073ccdfaa8151964cc4fa97f50ad1?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514c8d86fcf617d28a7c55818b
18,"Salvatore","Lana Del Rey",76,118,"art pop, pop","Pop","Honeymoon",2015-09-18,04:41,30,31,68,0,12,0,10,-10,B Minor,4,2024-01-15,21qg0IBZf8R12qHd9A3AA4,"Polydor Records",10A,,https://i.scdn.co/image/ab67616d00004851a3b3f48ca81acacb3ad4ec8a
19,"Eat Your Young","Hozier",73,90,"irish singer-songwriter, modern rock, pov: indie","Folk/Acoustic, Rock, Pop","Unreal Unearth",2023-08-18,04:03,55,61,43,11,32,0,20,-6,G Minor,4,2024-01-15,3hbKcj640iYmPQgecainOr,"Universal-Island Records Ltd.",6A,,https://i.scdn.co/image/ab67616d000048514a60a2e02534ecabc839dbe9
20,"Broken","Isak Danielson",72,142,"swedish singer-songwriter","Folk/Acoustic","Yours",2018-10-19,03:36,43,64,45,0,10,0,10,-7,F Minor,4,2024-01-15,0OW2r3EJzCg7K5Ml0AUVEo,"IOD Entertainment",4A,https://p.scdn.co/mp3-preview/804a985bcc1fdcea429981353195bf381da6bcfa?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048510cdf22fa789379f42803ea79
21,"Running Out of Time","The Strumbellas",36,81,"canadian indie, folk-pop, stomp and holler","Rock, Pop, Folk/Acoustic","Running Out of Time",2023-11-10,03:44,47,71,1,0,46,0,10,-6,C Major,4,2024-01-15,2v8T1IjMRhj4d6oHpqpI1O,"Glassnote Music LLC",8B,https://p.scdn.co/mp3-preview/5e6598a4a7e845f706b3b5a261a2c829a28e198c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851e71ffc6675eda98f2f2d798c
22,"Candles","Resa Saffa Park",40,184,"","","Spaces",2022-02-18,03:32,24,32,23,0,7,0,10,-9,E Minor,3,2024-01-15,0MhL6QodqjEjbsTeMcCFMc,"Propeller Recordings",9A,https://p.scdn.co/mp3-preview/3a8d90fc49a9429553dd242a2c2afdff9c9023f3?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485177db5ca7cb9a7a0018389724
23,"Come Away","Sons Of The East",57,122,"australian indie folk, folk-pop","Folk/Acoustic, Pop","Sons Of The East",2013-08-02,04:20,67,59,21,0,23,0,10,-8,C Major,4,2024-01-15,1tpSOLApZSgDaFqYHIeQl9,"Sons Of The East Music",8B,https://p.scdn.co/mp3-preview/b199ed6568dcf3438419bed46355bb513758af0e?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b4d3b2740b535c9b56210df1
24,"Kimse Bilmez","Mehmet Güreli",63,118,"turkish jazz, turkish rock","Jazz, Rock","Zamboni Sokağı",2017-05-19,03:25,68,24,97,0,29,0,0,-12,A Minor,4,2024-01-15,6JLWscSAPrRHmZfHTWdC2u,"ADA MÜZİK",8A,https://p.scdn.co/mp3-preview/f069590dcdc4acb6cea5f7bddd02321c5d0e0ba7?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048510a3954f5712fa6bde742ff61
25,"Like Real People Do","Hozier",73,70,"irish singer-songwriter, modern rock, pov: indie","Folk/Acoustic, Rock, Pop","Hozier",2014-07-20,03:18,57,18,91,40,13,0,10,-14,G Major,3,2024-01-15,4LGJ2pLDvTRnul3EcZoYkX,"Universal-Island Records Ltd.",9B,,https://i.scdn.co/image/ab67616d000048517a9bf5f82e32d33d4503fe7b
26,"Cambaz","mor ve ötesi",67,154,"turkish alternative, turkish alternative rock, turkish rock","Pop, Rock","Dünya Yalan Söylüyor",2004-04-16,03:50,54,88,2,0,65,0,20,-2,A Major,4,2024-01-15,3ZkA3JnqluUWzwr64BBkl4,"RAKUN MÜZİK FİLM",11B,https://p.scdn.co/mp3-preview/ceaf95988b240089a1d593d98369c56e2e4a34fc?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485161cd6f5ad7c69b76adbc5419
27,"Recomposed By Max Richter: Vivaldi, The Four Seasons: Summer 1 - 2012","Max Richter,Daniel Hope,Raphael Alpermann,Konzerthaus Kammerorchester Berlin,Andre de Ridder",48,126,"compositional ambient, post-minimalism, violin, chamber orchestra, classical performance","Classical","Recomposed By Max Richter: Vivaldi, The Four Seasons",2014-01-01,04:11,33,52,45,25,7,0,20,-13,G Minor,4,2024-01-15,6j8B9usR1XCCghJw2gspr8,"Deutsche Grammophon (DG)",6A,,https://i.scdn.co/image/ab67616d000048517ead2c02fb48674b6bac7cc4
28,"This I Love","Guns N' Roses",70,92,"glam metal, hard rock, rock","Metal, Rock","Chinese Democracy",2008-11-23,05:34,26,44,60,0,13,0,10,-8,G#/A♭ Minor,4,2024-01-15,2FEWcWHnDmGD6WSqpW4VYu,"Geffen",1A,,https://i.scdn.co/image/ab67616d00004851e29a351729da4d29214e54e2
29,"Still Loving You","Scorpions",75,104,"album rock, german hard rock, german metal, german rock, hard rock, rock","Rock, Metal","Comeblack",2011-11-07,06:43,28,61,0,0,8,0,10,-5,F#/G♭ Minor,4,2024-01-15,0RdUX4WE0fO30VnlUbDVL6,"Legacy Recordings",11A,https://p.scdn.co/mp3-preview/5d829ba6cb52bd503f451f21d19522494059768a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519f2023d391c3bd4acf4d51c6
30,"Outro","M83",72,109,"french shoegaze, french synthpop, indietronica, metropopolis, neo-synthpop","Metal, Pop, Electronic","Hurry up, We're Dreaming",2011-10-17,04:07,16,26,3,9,8,0,0,-11,D Major,4,2024-01-15,1s9i7W8zx7Nxx78MUIsvjV,"M83 Recording Inc",10B,https://p.scdn.co/mp3-preview/7216389187fb435c2f6776e9d7710804a6524687?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b3591763154a27326b3f431a
31,"Vedrai Vedrai / Oblivion (Live from Venice)","Jack Savoretti",25,123,"acoustic pop","Pop","Singing to Strangers",2019-03-15,06:31,25,30,73,0,14,0,90,-12,C Minor,4,2024-01-15,5GvKERTCQloh9thgcD3rWk,"BMG Rights Management (UK) Ltd.",5A,https://p.scdn.co/mp3-preview/bb5e50196e73b791928bd96f1e6b9586baa57ccd?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851cfe64a5b103b23234e085c13
32,"Tief Im Wald","Kiki Rockwell",38,120,"","","Tief Im Wald",2023-10-10,03:38,67,28,47,21,32,0,10,-18,B Minor,4,2024-01-15,2JOieVIEDws6VOe5T0dGpu,"Universal Music New Zealand Limited",10A,,https://i.scdn.co/image/ab67616d00004851cba7cb6b524ad0fddc8fa520
33,"Mr. Doctor Man","Palaye Royale",62,168,"modern alternative rock, vegas indie","Rock","Boom Boom Room (Side A)",2016-06-24,04:04,38,94,0,0,53,0,10,-2,E Minor,4,2024-01-15,0vI2m662QiemSccfCoN9gR,"Sumerian Records",9A,,https://i.scdn.co/image/ab67616d00004851cfa2c1e4215f48005ac31fde
34,"I Left My Heart","Lucy Blue",43,149,"irish pop","Pop","I Left My Heart",2023-03-10,03:40,32,41,83,0,29,0,10,-9,G#/A♭ Major,3,2024-01-15,0k8ug01y2eIguMrdjG8vuS,"Promised Land",4B,https://p.scdn.co/mp3-preview/03c40b2de8ee04cc4a3861a7fd49b3f2d580ff3f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048511f6da6446dac89aa0518ff9f
35,"Rebecca","Logan Bowden",34,102,"","","1",2019-04-18,04:58,70,18,87,72,32,0,10,-18,F#/G♭ Major,4,2024-01-15,1DUa42wEaPeVmnJ1IDRhai,"Norther Winslow Records",2B,https://p.scdn.co/mp3-preview/0f594db9249a03d1fa6c910ce5aa949f09c7a02f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048515f51e99c3df7f19009f4f7df
36,"Heroin","Badflower",53,143,"modern alternative rock, post-grunge","Rock, Metal","OK, I'M SICK",2019-02-22,04:41,50,71,20,0,12,0,0,-6,B Major,4,2024-01-15,0leJYiYyZE6jjXCEVYUQAm,"Big Machine Records / John Varvatos Records",1B,,https://i.scdn.co/image/ab67616d000048511f879311e1aa1316242ee4c6
37,"The Mystic","Adam Jensen",66,125,"modern alternative rock, rebel blues","Rock, Blues","The Mystic",2016-11-04,03:09,56,72,36,0,41,0,10,-5,E Minor,4,2024-01-15,424GDxARRXRaZ7Mla9EDI2,"Nettwerk Music Group",9A,https://p.scdn.co/mp3-preview/3954f7c6b27e82be0730fcfbcd0c6f32f7e34998?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851295c806b41548a698c088115
38,"Suite del recuerdo: Evocacion","Jose Luis Merlin,Jason Vieaux",45,114,"classical guitar, guitarra clasica","Classical","Guitar Recital: Jason Vieaux",1996-09-17,01:36,40,5,99,94,25,0,0,-28,E Minor,4,2024-01-15,2EPXa0OgkLRtYpcBbNrnJf,"Naxos",9A,https://p.scdn.co/mp3-preview/0623c86d4d2543cd17e1decaf6838766cc8a8a85?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048510b8debedd19b6041db90bfb9
39,"Hable con ella - From "Hable con ella"","Alberto Iglesias",32,107,"latin soundtrack","Easy listening","Archipiélago: A Film Music Retrospective",2016-10-07,05:19,49,23,81,83,31,0,10,-15,A Minor,3,2024-01-15,605IoEUjWcaWy0dhE7vf5I,"Quartet Records",8A,https://p.scdn.co/mp3-preview/003ae3115342647bfb1433c7c87f18dfe6553673?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048512861eb7628745cbf4f30902d
40,"Adelita","Francisco Tárrega,Miloš Karadaglić",44,80,"classical guitar, late romantic era, spanish classical","Classical","Mediterráneo",2011-01-01,01:48,39,2,99,95,19,0,0,-32,E Minor,1,2024-01-15,62Boz6NDFyOT3tKkSWis2E,"Deutsche Grammophon (DG)",9A,,https://i.scdn.co/image/ab67616d00004851798e05713f9bb9b50b346165
41,"Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes","Olivia Rodrigo",88,142,"pop","Pop","Can’t Catch Me Now (from The Hunger Games: The Ballad of Songbirds & Snakes)",2023-11-03,03:25,52,37,84,0,23,0,10,-8,B Minor,4,2024-01-15,56xHMIfQPoe0prrSi3BGhf,"Olivia Rodrigo",10A,,https://i.scdn.co/image/ab67616d0000485103048c76bec2bdfa92703a5a
42,"Je t'haine","Loïc Nottet",44,137,"","","Addictocrate",2023-05-26,02:20,65,47,32,0,28,0,10,-8,G Minor,4,2024-01-15,2BoS0PiCuRPHzbMa8Xh0ON,"RCA Group",6A,https://p.scdn.co/mp3-preview/2a27fc6a3dc6331158405bd6da31cbc690c064e8?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516900a3a4616278ba37b4069d
43,".haunted.","Dead Poet Society",38,104,"boston indie, modern alternative rock","Rock","-!- (Deluxe)",2021-12-03,04:20,42,37,75,0,14,0,10,-9,C Minor,4,2024-01-15,5RgvKAhXvP4BtNkyJbyw4A,"Spinefarm",5A,https://p.scdn.co/mp3-preview/a618728c2627b4f1abfe4528efc9ba9f6afb7a16?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c38f0d9cbb43f048d8a6cc60
44,"I Get Off","Halestorm",62,170,"alternative metal, nu metal, post-grunge","Metal","Halestorm (Deluxe)",2009-02-25,03:03,46,89,1,0,65,10,0,-4,B Minor,4,2024-01-15,0JKY13K1Io2aqXJb96UyzX,"Atlantic Records",10A,https://p.scdn.co/mp3-preview/5381027f415949596af28020cfe0583fa9fbb1f2?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048512dcec3f47a055f91ed1969a5
45,"Ain’t So Easy","Sons Of The East",37,169,"australian indie folk, folk-pop","Folk/Acoustic, Pop","Palomar Parade - Deluxe Edition",2023-04-21,03:05,24,21,78,0,13,0,10,-13,D Major,3,2024-01-15,0ze5rRNTcENtHHRYImTfY7,"Sons Of The East Music",10B,https://p.scdn.co/mp3-preview/a4f3db060bc4a83cde3f2a17c2f3b3d5496d0e23?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048511a2e6b9a625fd31a4006f665
46,"Run to You - LoFi","Ocie Elliott,Nathan Kawanishi",57,161,"victoria bc indie, ","Rock","Run to You (LoFi)",2021-11-19,02:40,16,49,73,95,11,0,40,-9,F Major,3,2024-01-15,16RWNuLNRLhWX8ct5dIHOi,"Nettwerk Music Group",7B,https://p.scdn.co/mp3-preview/1289b085a3c4593368d15a4dbdaa2e1a4fa0934a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519005a05bffbf7a3e7e27e927
47,"War","Chance Peña",74,110,"singer-songwriter pop","Pop","War",2021-07-02,02:38,60,34,69,10,20,0,10,-11,G#/A♭ Major,4,2024-01-15,1MQLdI6RONvfjEz4K6ZRXp,"Chance Peña",4B,https://p.scdn.co/mp3-preview/7035daa36f2ad79f2ae86791e0bfe0a97a085ea2?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048510ff76cf874f6ba3ff4911230
48,"Interlude","Hollow Coves",72,100,"indie anthem-folk, indie folk, modern indie folk","Folk/Acoustic","Wanderlust",2017-03-17,01:00,58,8,99,93,59,0,10,-21,G Major,4,2024-01-15,4cJsJdwEp3y4K1slV5fRZm,"Nettwerk Music Group",9B,https://p.scdn.co/mp3-preview/4a43b02895ec5605bc3a50983ad893935d7082b5?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d221fb290f0b270956c975c1
