#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,"Spotify Track Img","Song Preview"
96,"On the Nature of Daylight","Max Richter,Louisa Fuller,Natalia Bonner,John Metcalfe,Philip Sheppard,Chris Worsey",69,65,"compositional ambient, post-minimalism, neo-classical, british soundtrack, modern cello","Easy listening, Classical, New age","The Blue Notebooks (15 Years)",2018-05-11,06:11,7,34,15,85,3,0,10,-13,A#/B♭ Minor,4,2024-01-15,56oReVXIfUO9xkX7pHmEU0,"Deutsche Grammophon (DG)",3A,,https://i.scdn.co/image/ab67616d00004851e2821b1458ab996fdf2c47ad
97,"Viva La Vida","Coldplay",89,138,"permanent wave, pop","Rock, Pop","Viva La Vida or Death and All His Friends",2008-05-26,04:02,49,62,10,0,42,0,10,-7,F Minor,4,2024-01-15,1mea3bSkSGXuIRvnydlB5b,"Parlophone UK",4A,https://p.scdn.co/mp3-preview/fb9f4a9b0887326776b4fb7c6d331acd167a7778?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851e21cc1db05580b6f2d2a3b6e
98,"Dream On","Aerosmith",85,78,"album rock, classic rock, hard rock, rock","Rock","Aerosmith",1973-01-05,04:27,39,48,40,0,23,0,30,-8,C♯/D♭ Major,4,2024-01-15,1xsYj84j7hUDDnTTerGWlH,"Aerosmith P&D - Sony",3B,,https://i.scdn.co/image/ab67616d00004851bbf0146981704a073405b6c2
99,"Spirits","The Strumbellas",73,81,"canadian indie, folk-pop, stomp and holler","Rock, Pop, Folk/Acoustic","Hope",2016-04-22,03:23,56,66,17,0,79,0,10,-6,C Major,4,2024-01-15,1VyiUi0mRnSKgtHa5dBoUd,"Glassnote Entertainment Group LLC",8B,https://p.scdn.co/mp3-preview/25f18f3cdb4d0af0e09865ebb9e8ae8bc1af27e4?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ad4ffe5582ca7665fb08a0fa
100,"Saturn","Sleeping At Last",70,73,"ambient worship, chamber pop","New age, Pop","Atlas: I",2014-07-08,04:49,26,24,64,31,5,0,10,-14,D#/E♭ Major,4,2024-01-15,3tJjZMHLqhD8DaGgdBICnc,"Asteroid B-612",5B,https://p.scdn.co/mp3-preview/009b0e7021bdbc68457e6ec3bae032fbc33fb6ff?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c761387d83c7c615da7008a8
101,"Oblivion","Palaye Royale",46,75,"modern alternative rock, vegas indie","Rock","Fever Dream",2022-10-28,05:16,38,48,12,0,11,0,30,-7,C Major,4,2024-01-15,45PSzxeTQD0X1OZEypGSgH,"Sumerian Records",8B,,https://i.scdn.co/image/ab67616d00004851ba4846438180facd6b6935a8
102,"What I've Done","Linkin Park",84,120,"alternative metal, nu metal, post-grunge, rap metal, rock","Metal, Rock","Minutes to Midnight",2007-05-14,03:25,62,93,1,0,29,0,10,-5,F Major,4,2024-01-15,18lR4BzEs7e3qzc0KVkTpU,"Warner Records",7B,https://p.scdn.co/mp3-preview/bb5a97b64d61c8920674717ca753752eee008b95?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516e996745f2c7b8036abef213
103,"I Love You","Woodkid",56,146,"chamber pop","Pop","The Golden Age",2013-01-01,03:50,54,81,5,0,53,0,0,-5,F Minor,4,2024-01-15,0z39yzkwMNXYX2LYtEOpFW,"Island Records",4A,,https://i.scdn.co/image/ab67616d00004851216fa486e2c3e899cacfe6bf
104,"Deli","mor ve ötesi",61,75,"turkish alternative, turkish alternative rock, turkish rock","Pop, Rock","Başıbozuk",2008-11-24,03:04,43,92,4,0,45,0,10,-3,E Minor,4,2024-01-15,3eEmeP2ydpJDtl0tY91t8Y,"RAKUN MÜZİK FİLM",9A,https://p.scdn.co/mp3-preview/aa97fd71f92fc94645ce756fe378965e3d91113c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048512ab14cd2b3bdf78a4ced996c
105,"Feel","Robbie Williams",78,98,"dance rock, europop","Rock, Pop","Escapology",2002-00-00,04:23,60,73,1,0,30,0,10,-7,F Major,4,2024-01-15,2Ms33RTRCT6gArrpcrPxmo,"Chrysalis UK",7B,,https://i.scdn.co/image/ab67616d000048513a9ad390e0635b43ff01d250
106,"Tompkins Square Park","Mumford & Sons",58,162,"modern folk rock, modern rock, neo mellow, stomp and holler, uk americana","Rock, Folk/Acoustic","Wilder Mind",2015-05-04,05:12,46,79,1,3,47,0,10,-7,D Minor,4,2024-01-15,7rQ3Gz0M6eMUCOQf4fs0qq,"Universal-Island Records Ltd.",7A,,https://i.scdn.co/image/ab67616d00004851b2bccd4f0dafab84faf216e7
107,"Heal","Tom Odell",76,72,"chill pop","Pop","Long Way Down (Deluxe)",2013-06-24,03:13,45,18,95,0,12,0,10,-13,C♯/D♭ Major,4,2024-01-15,4KlL5Bwlm4yHYxr0B2rHci,"ITNO/Columbia",3B,https://p.scdn.co/mp3-preview/6cf5fea1e287ad83be8583b3fe9405d147e8e480?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048511917a0f3f4152622a040913f
108,"Experience","Ludovico Einaudi,Daniel Hope,I Virtuosi Italiani",81,92,"compositional ambient, neo-classical, violin, chamber orchestra, classical performance, string orchestra","Classical","In A Time Lapse",2013-01-01,05:15,45,45,93,96,4,0,0,-11,D Major,4,2024-01-15,1BncfTJAWxrsxyT9culBrj,"Decca (UMO) (Classics)",10B,,https://i.scdn.co/image/ab67616d000048516c8ef0538e04f2e28380dcc5
109,"The Scientist","Coldplay",87,146,"permanent wave, pop","Rock, Pop","A Rush of Blood to the Head",2002-08-08,05:09,56,44,73,0,21,0,10,-7,F Major,4,2024-01-15,75JFxkI2RXiU7L9VXzMkle,"Parlophone Records Limited",7B,https://p.scdn.co/mp3-preview/cb283ce76eeee06a724b942d36a140cc088dd50f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851de09e02aa7febf30b7c02d82
110,"Habibi","Tamino",59,122,"belgian indie","Rock","Amir",2018-10-19,05:07,32,30,69,11,4,0,10,-9,D Minor,4,2024-01-15,5juBKIr7vbfAUgFpa34DuO,"Communion Music",7A,,https://i.scdn.co/image/ab67616d00004851ef506280e70e4dbba1c94bc9
111,"Apocalypse","Cigarettes After Sex",92,94,"ambient pop, dream pop, el paso indie, shoegaze","Pop, Country, Rock","Cigarettes After Sex",2017-06-09,04:50,37,47,2,57,18,0,10,-9,F Major,4,2024-01-15,0yc6Gst2xkRu0eMLeRMGCX,"Partisan Records",7B,https://p.scdn.co/mp3-preview/1f89f0156113dfb87572382b531459bb8cb711a1?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485112b69bf576f5e80291f75161
112,"Mazi Kalbimde Bir Yaradır","Incesaz,Dilek Türkan",46,112,"turkish folk, turkish jazz, turkish rock, turk sanat muzigi","Pop, Folk/Acoustic, Jazz, Rock","Mazi Kalbimde Bir Yaradır",2005-12-14,02:59,68,39,64,0,42,0,10,-8,F#/G♭ Minor,4,2024-01-15,6tDanbCuilBzo5AVg7uXva,"Kalan Ses Görüntü",11A,https://p.scdn.co/mp3-preview/f92a1f6f9c125ed82acac56d0de74093065c3564?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851001d8351c818f51f3c8b0ea5
113,"Mélodrame","Loïc Nottet",43,138,"","","Mélodrame",2022-11-09,04:05,61,41,39,0,16,0,10,-7,G Minor,4,2024-01-15,32hJclF2fwOwMmb1Oo8a6e,"RCA Group",6A,https://p.scdn.co/mp3-preview/5127ee0aaf71dddb5ce7586750797c9e9a4fb11f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048512fc7c2534764d0d899a3425f
114,"Breathtaker","SYML",48,120,"indie anthem-folk, modern indie pop","Folk/Acoustic, Pop","How I Got Home",2023-12-01,03:36,38,12,98,97,11,0,10,-16,C Minor,4,2024-01-15,2HPJ38WDx8A9fccD0Izvgy,"Nettwerk Music Group",5A,https://p.scdn.co/mp3-preview/003b0daa5401976f6765da87e9ef26408fc9be42?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485163ea77020beaa5dc6de5fc56
115,"Make Your Own Kind Of Music","Cass Elliot",69,121,"","","Mama's Big Ones",1973-09-28,02:19,53,56,61,0,70,0,20,-13,E Major,4,2024-01-15,6H3Wa6hWR9DRMzMSd4pZkT,"Geffen",12B,,https://i.scdn.co/image/ab67616d000048511441866921b337b26dd53cff
116,"California Dreamin'","The Mamas & The Papas",74,112,"classic rock, folk, folk rock, mellow gold, psychedelic rock, rock, soft rock, sunshine pop","Rock, Folk/Acoustic, Pop","All The Leaves Are Brown The Golden Era Collection",2001-08-28,02:40,55,73,42,0,65,0,0,-7,C♯/D♭ Minor,4,2024-01-15,1ZEOIhSn6BKErV59bIgn76,"Geffen",12A,,https://i.scdn.co/image/ab67616d00004851cbd56c3a8faf8cf8c8bea0df
117,"Can't Pretend","Tom Odell",67,79,"chill pop","Pop","Long Way Down (Deluxe)",2013-06-24,03:37,47,47,28,0,29,0,10,-9,C♯/D♭ Minor,4,2024-01-15,2Q3UgGcvhdaX6k13PDNguP,"ITNO/Columbia",12A,https://p.scdn.co/mp3-preview/327b284711e47cfcaeba687c2a13d27fa7eb2c5e?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048511917a0f3f4152622a040913f
118,"Dona Nobis Pacem 2","Max Richter",43,104,"compositional ambient, post-minimalism","Classical","The Leftovers: Season 1 (Music from the HBO Series)",2014-12-02,03:20,20,21,69,15,3,0,0,-13,F Major,4,2024-01-15,4wkxtebeaxN8KvYe0CEi5y,"WaterTower Music",7B,https://p.scdn.co/mp3-preview/8efc0f5af99102caadc48ff780fd13005c67941c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485149f6cc2b9a5828ae0210fd46
119,"i am not who i was","Chance Peña",85,130,"singer-songwriter pop","Pop","i am not who i was",2023-09-21,02:25,70,22,70,0,19,0,0,-14,C Major,4,2024-01-15,5uu2OCGGrTRS1sIvlMgKwe,"Chance Peña",8B,https://p.scdn.co/mp3-preview/0ba79c75f2fafd3adf68c37de0a85032fb7bb4c1?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513ec34bc4e860b8021272a75d
120,"Electric Love","BØRNS",83,120,"indie poptimism, modern alternative rock, modern rock, pov: indie","Pop, Rock","Dopamine",2015-10-16,03:38,61,80,1,0,52,0,20,-8,F#/G♭ Minor,4,2024-01-15,2GiJYvgVaD2HtM8GqD9EgQ,"UMGRI Interscope",11A,,https://i.scdn.co/image/ab67616d00004851cc2cf912462d8ae4ef856434
121,"Dream Song","Shallow Alcove",50,128,"","","Dream Song",2023-09-14,02:43,56,34,76,0,36,0,30,-11,D#/E♭ Major,3,2024-01-15,6ojor4w0aY3Nl101vyidbH,"Shallow Alcove",5B,https://p.scdn.co/mp3-preview/029e8b392f14760a8ad940153bffd8e732b3739c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048510bd8a240d292694f43f388dc
122,"Hold Me","The Strumbellas",48,118,"canadian indie, folk-pop, stomp and holler","Rock, Pop, Folk/Acoustic","Hold Me",2023-10-05,02:52,64,68,9,0,53,0,40,-7,E Major,4,2024-01-15,5P8ldnOsScd9aMlQMKucb6,"Glassnote Music LLC",12B,https://p.scdn.co/mp3-preview/544622bc1f16c132613a41970e01e0e248b7249b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c9e1ca20d54524e0fdf377a7
123,"Cigarette Daydreams","Cage The Elephant",82,114,"modern alternative rock, modern rock, pov: indie, punk blues, rock","Rock, Pop, Blues","Melophobia",2013-10-08,03:28,64,68,8,0,27,0,0,-3,D Major,4,2024-01-15,2tznHmp70DxMyr2XhWLOW0,"RCA Records Label",10B,https://p.scdn.co/mp3-preview/a7a72315d777f4ed078d955238f9db158c915fc1?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851fb1cb900d28642e668d77b12
124,"My Tears Are Becoming a Sea","M83",69,111,"french shoegaze, french synthpop, indietronica, metropopolis, neo-synthpop","Metal, Pop, Electronic","Hurry up, We're Dreaming",2011-10-17,02:31,16,35,10,27,6,0,50,-11,G#/A♭ Minor,1,2024-01-15,08wnOyN1wyMaNrup3m353f,"M83 Recording Inc",1A,https://p.scdn.co/mp3-preview/d1ce7eecb3784fa597b2315b7bdd4175b7510243?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b3591763154a27326b3f431a
125,"Somewhere Only We Know","Keane",89,172,"neo mellow, piano rock, pop rock","Folk/Acoustic, Rock","Hopes And Fears",2004-05-10,03:57,45,67,6,0,30,0,0,-4,A Major,4,2024-01-15,1SKPmfSYaPsETbRHaiA18G,"Universal-Island Records Ltd.",11B,,https://i.scdn.co/image/ab67616d000048517d6cd95a046a3c0dacbc7d33
126,"Un nouveau soleil","M83",45,79,"french shoegaze, french synthpop, indietronica, metropopolis, neo-synthpop","Metal, Pop, Electronic","Les rencontres d'après minuit / You and the Night (Original Motion Picture Soundtrack)",2013-11-18,06:42,7,31,83,43,3,0,0,-10,D Major,4,2024-01-15,6ZzItbgnMdQ0cKFy4lFV7A,"M83 Recording Inc",10B,https://p.scdn.co/mp3-preview/d45c656d40885f7ae0ee2adce55d6eda6262ec90?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851dc2d1dcf42c7f1368b8014ac
127,"Mary On A Cross","Ghost",81,130,"hard rock, metal","Rock, Metal","Seven Inches Of Satanic Panic",2019-09-13,04:04,47,90,0,0,56,0,10,-4,B Major,4,2024-01-15,2HZLXBOnaSRhXStMLrq9fD,"Loma Vista Recordings",1B,,https://i.scdn.co/image/ab67616d00004851bef9b0a348ea8dd18a581025
128,"Photograph","Ed Sheeran",87,108,"pop, singer-songwriter pop, uk pop","Pop","x (Deluxe Edition)",2014-06-21,04:18,61,38,61,0,20,0,10,-10,E Major,4,2024-01-15,1HNkqx9Ahdgi1Ixy2xkKkL,"Atlantic Records UK",12B,https://p.scdn.co/mp3-preview/d90f4e5f15d8ed411307945560b1db8cca6b253b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485113b3e37318a0c247b550bccd
129,"Mockingbird","Eminem",91,84,"detroit hip hop, hip hop, rap","Hip Hop","Encore (Deluxe Version)",2004-11-12,04:10,64,68,21,0,25,20,10,-4,C Major,4,2024-01-15,561jH07mF1jHuk7KlaeF0s,"Aftermath",8B,,https://i.scdn.co/image/ab67616d00004851726d48d93d02e1271774f023
130,"Dön Bak Dünyaya","Pinhani",58,172,"oyun havasi, turkish pop, turkish rock","Pop, Rock","İnandığın Masallar",2006-03-06,06:33,46,59,8,0,50,0,20,-9,B Minor,4,2024-01-15,7jasmsYWsjrsXTIDI5RApZ,"BEĞENİ MÜZİK YAPIM",10A,https://p.scdn.co/mp3-preview/e56219a731327147463c3c652fe60454aa66748f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c3d902df0fa095aa87fd94db
131,"Gangsta's Paradise","Coolio,L.V.",88,80,"g funk, gangster rap, hip hop, west coast rap, ","Hip Hop","Gangsta's Paradise",1995-11-07,04:00,65,51,7,0,39,0,40,-10,G#/A♭ Major,4,2024-01-15,1DIXPcTDzTj8ZMHt3PDt8p,"Tommy Boy Music, LLC",4B,https://p.scdn.co/mp3-preview/1454c63a66c27ac745f874d6c113270a9c62d28e?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c31d3c870a3dbaf7b53186cc
132,"Mr. Tambourine Man","Bob Dylan",64,178,"classic rock, country rock, folk, folk rock, rock, roots rock, singer-songwriter","Rock, Folk/Acoustic","Bringing It All Back Home",1965-03-22,05:30,39,31,79,0,58,0,30,-15,F Major,4,2024-01-15,3RkQ3UwOyPqpIiIvGVewuU,"Columbia",7B,https://p.scdn.co/mp3-preview/b2f4f1a18d1716f2343f6d9246b810f11b6b96f0?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516960c5f4eb72f0c06aa92181
133,"Mind Over Matter","Young the Giant",77,155,"indietronica, modern alternative rock, modern rock, pov: indie, stomp and holler","Pop, Rock, Folk/Acoustic","Mind Over Matter",2014-01-17,04:04,47,76,0,0,29,0,10,-4,C Major,4,2024-01-15,5Az8KU81g2aLBbJN67F2CI,"Fueled By Ramen",8B,https://p.scdn.co/mp3-preview/a6a91cd13a21097f9b7c1f98711bd499648a68d2?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048515d1a1b0e0f3e0fc586393092
134,"High","Stephen Sanchez",83,176,"gen z singer-songwriter","","Angel Face",2023-09-22,02:41,41,68,10,0,40,0,20,-8,F#/G♭ Minor,4,2024-01-15,5hlPrSCx9BvnQ3rCTkblMZ,"Mercury Records / Republic Records",11A,,https://i.scdn.co/image/ab67616d00004851199b850d4877866cf7e318d1
135,"Bitter Sweet Symphony - Remastered 2016","The Verve",83,171,"britpop, permanent wave, rock, shoegaze","Pop, Rock","Urban Hymns (Remastered 2016)",1997-09-29,05:57,36,92,3,0,52,0,40,-6,A Major,4,2024-01-15,57iDDD9N9tTWe75x6qhStw,"UMC (Universal Music Catalogue)",11B,,https://i.scdn.co/image/ab67616d00004851707d13d3f87652e737e94d45
136,"Every Mother's Son","Lynyrd Skynyrd",39,106,"album rock, classic rock, hard rock, rock, southern rock","Rock","Gimme Back My Bullets",1976-00-00,04:57,58,64,21,0,65,0,10,-12,G Major,4,2024-01-15,2EbqdV1M0RsFuo8QdAXLck,"Geffen*",9B,,https://i.scdn.co/image/ab67616d0000485161b3a3d80e51446fdc4e35b5
137,"Witness","Zola Jesus",22,87,"art pop, dark pop, grave wave, metropopolis, neo-synthpop, noise pop, spectra","Pop, Electronic","Okovi",2017-09-08,04:01,22,27,60,0,6,0,0,-9,B Minor,4,2024-01-15,5RfldQoRjXSzMDT7ln0plA,"Sacred Bones Records",10A,https://p.scdn.co/mp3-preview/b7c4cc5109e5ca1c2a61dc5dc6e24db905b66a52?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518967ec9bce046c9e69c52f06
138,"Lost In Love","Air Supply",50,114,"soft rock","Rock","All Out Of Love",2018-02-02,03:52,56,53,59,1,50,0,10,-11,G Major,4,2024-01-15,5xUnexOUxzzuBzn1bylSzi,"Arista/Legacy",9B,https://p.scdn.co/mp3-preview/d9d7603ce7bf2cb59da6726f993a1120a95d58f3?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513a9106f940fb04bc98a2b95e
139,"Indigo Night","Tamino",63,112,"belgian indie","Rock","Amir",2018-10-19,04:15,54,34,63,12,15,0,10,-11,D#/E♭ Minor,4,2024-01-15,62DFvt3IhKq2i8wyigqeFO,"Communion Music",2A,,https://i.scdn.co/image/ab67616d00004851ef506280e70e4dbba1c94bc9
140,"California","O.A.R.",47,154,"neo mellow, pop rock","Folk/Acoustic, Rock","The Mighty",2019-03-29,03:52,53,85,4,0,53,0,10,-5,C♯/D♭ Major,4,2024-01-15,1SVbYemhVlCGnpxUF3gyLH,"Black Rock Recorded Music, LLC",3B,https://p.scdn.co/mp3-preview/c38870064453b7232f032dfaaf6814ae1078b761?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518a57bbf83a346099d59b908a
141,"Let There Be Love","Oasis",56,74,"beatlesque, britpop, madchester, permanent wave, rock","Folk/Acoustic, Pop, Rock","Don't Believe The Truth",2005-05-20,05:31,48,46,28,0,13,0,30,-5,F Major,4,2024-01-15,0SbytvHLix8OCZp17Pi0O1,"Helter Skelter Records",7B,https://p.scdn.co/mp3-preview/b87cfa2a522420f54f150eb6b37ab3ce9c04155f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c9048a825ef38953951d01a4
142,"Lifeless Stars","Palaye Royale",52,82,"modern alternative rock, vegas indie","Rock","Fever Dream",2022-10-28,03:17,49,69,6,0,48,0,10,-6,C♯/D♭ Major,4,2024-01-15,243CJRiApoSoUqFTm641Uf,"Sumerian Records",3B,,https://i.scdn.co/image/ab67616d00004851ba4846438180facd6b6935a8
143,"Save Your Tears","Jimmy Clifton",44,77,"christian indie folk","","Save Your Tears",2023-05-12,04:27,60,30,74,0,21,0,20,-10,B Minor,4,2024-01-15,34caukLPDIRd5CgQ8k9mSD,"NFGN Productions",10A,https://p.scdn.co/mp3-preview/1767157aa66084757b7ed56d8d2d0c73964a1972?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048510fcf176af3f1cf39fd1251c2
144,"Do You Want To Know A Secret - Remastered 2009","The Beatles",65,124,"british invasion, classic rock, merseybeat, psychedelic rock, rock","Rock","Please Please Me (Remastered)",1963-03-22,01:57,67,35,61,0,61,0,30,-12,E Major,4,2024-01-15,7Aobt67JnaF7qN8jCCKvHq,"EMI Catalogue",12B,,https://i.scdn.co/image/ab67616d00004851dbeec63ad914c973e75c24df
145,"A Sky Full of Stars","Coldplay",88,125,"permanent wave, pop","Rock, Pop","Ghost Stories",2014-05-19,04:27,55,68,1,0,16,0,20,-6,F#/G♭ Major,4,2024-01-15,0FDzzruyVECATHXKHFs9eJ,"Parlophone UK",2B,https://p.scdn.co/mp3-preview/870ebba9927cd7c73467fc5772f398a8a8999344?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f864bcdcc245f06831d17ae0
146,"Daydream","Gunter Kallmann Choir",67,75,"","","The Fantastic Sound Of",2010-03-26,03:19,51,44,24,0,52,0,40,-9,F Minor,4,2024-01-15,0F6pFZDlQSiQBWsjQZFbTH,"Polydor",4A,,https://i.scdn.co/image/ab67616d000048519e3250f22388c0c8e1ea39d9
147,"Why Does It Always Rain On Me?","Travis",65,108,"britpop","Pop","The Man Who",1999-01-01,04:25,50,54,8,0,37,0,0,-9,E Major,4,2024-01-15,5MmWgG5KgiqSxkOZdVXRQA,"Craft Recordings",12B,,https://i.scdn.co/image/ab67616d000048512951c50b6cfcf7e0e26279aa